date,source,title,text
2020-01-27,Dow Jones Institutional News,Coronavirus Will Hurt Chinese Electronics Consumption -- Market Talk,"have lingering effects afterward, Northland Capital Markets analyst Gus Richard says. During the SARS epidemic of the early 2000s, semiconductor executives stopped traveling to China, and coronavirus, too, will put pressure on the industry as long as the disease"
2020-01-27,Investor's Business Daily,"Dow Jones Dives 450 Points; China Stocks Hit, But P&G Stock Holds Near Buy Point","cases in the U.S. On the heels of its earnings report last week, American Express lagged badly in the Dow Jones today. Leading semiconductor stocks were among the hardest hit in the Nasdaq 100."
2020-01-27,Dow Jones Institutional News,"Intel 's Strong Results Pave the Way for AMD, Instinet Says -- Market Talk","AMD should meet or top the midpoint of its revenue guidance for the quarter, Instinet says, adding that it expects overall semiconductor sales to rise by 8% this year. (asa.fitch@wsj.com)"
2020-01-27,Dow Jones Institutional News,Coronavirus Will Hurt Chinese Electronics Consumption -- Market Talk,"have lingering effects afterward, Northland Capital Markets analyst Gus Richard says. During the SARS epidemic of the early 2000s, semiconductor executives stopped traveling to China, and coronavirus, too, will put pressure on the industry as long as the disease"
2020-01-28,Dow Jones Institutional News,QuikLogic To Cut 30% Of Its Workforce As Part Of Restructuring -- MarketWatch,fiscal first quarter of 2020. The company said in its latest annual report that it had 82 employees as of the end of 2018. The semiconductor maker said the job cuts are part of a restructuring plan that is aimed at annualized cost savings of $4 million. QuikLogic
2020-01-30,Xinhua News Agency,German shares lose 1.41 pct Thursday,"Automotive manufacturer Volkswagen lost the most among the blue chips, down by 3.48 percent, followed by European health care company Fresenius SE and semiconductor manufacturer Infineon Technologies, which lost 3.04 percent and 2.37 percent respectively."
2020-01-30,Benzinga.com,7SemiconductorStocks To Buy On Coronavirus Weakness,"Semiconductorstocks were mixed on Wednesday after a rough week of trading as concerns have grown about the impact of the Wuhan coronavirus on the Chinese economy. But while the coronavirus scare is very real, a big earnings beat from Apple, Inc . (NASDAQ:"
2020-01-31,Dow Jones Institutional News,SingaporeSemiconductorMakers Expect Stronger Demand in 1H 2020 -- Market Talk,"0610 GMT - Singapore's semiconductor manufacturers expect demand to improve in 1H 2020 on the back of the roll-out of 5G technology and the U.S.-China trade tensions stabilizing, the Economic Development Board said Friday. Business sentiment in the electronics"
2020-01-31,ETMAG.com,Semiconductorequipment billings rise,"Billings among North American manufacturers of semiconductor production equipment came to US$2.49 billion in December 2019, reaching a 19-month high, according to SEMI."
2020-01-31,Xinhua News Agency,German shares lose 1.33 pct Friday,"All 30 DAX shares lost today.Semiconductormanufacturer Infineon Technologies lost the most among the blue chips, down by 3.85 percent, followed by global internet technology and financial services provider Wirecard and sportswear and equipment maker Adidas"
2020-01-31,Korea Times,Industrial output growth hits record-low in 2019,"Friday. Experts, however, said the economy will see a substantial V-shaped rebound in 2020 mostly due to an expected recovery in the semiconductor industry that accounts for about a fifth of the exports of Asia's fourth-largest economy. But lingering uncertainties"
2020-01-31,Dow Jones Institutional News,Coronavirus Disrupting Semiconductors in Short Term -- Market Talk,":36 ET - Coronavirus has spread rapidly, and efforts to contain the disease in China is causing some supply-chain disruption for semiconductor firms, SunTrust says.Semiconductorstocks have fallen by more than 5% since the outbreak began and could fall further"
2020-01-31,Dow Jones Institutional News,Coronavirus Disrupting Semiconductors in Short Term -- Market Talk,"1336 ET - Coronavirus has spread rapidly, and efforts to contain the disease in China is causing some supply-chain disruption for semiconductor firms, SunTrust says.Semiconductorstocks have fallen by more than 5% since the outbreak began and could fall further"
2020-01-31,Dow Jones Institutional News,SingaporeSemiconductorMakers Expect Stronger Demand in 1H 2020 -- Market Talk,"0610 GMT - Singapore's semiconductor manufacturers expect demand to improve in 1H 2020 on the back of the roll-out of 5G technology and the U.S.-China trade tensions stabilizing, the Economic Development Board said Friday. Business sentiment in the electronics"
2020-02-01,Mint,Budget 2020: New scheme to make India a hub for electronic manufacturing,"potential in manufacture and job creation is immense. We need to encourage manufacturing of mobile phones, electronic equipment and semiconductor . Details will be announced,"" Sitharaman said in her Budget speech."
2020-02-01,Hindustan Times,"Budget 2020: Finance minister proposes scheme to boost mobile phone, semiconductor manufacturing","India, Feb. 1 -- Announcing the Union Budget for 2020-2021, Finance Minister Nirmala Sitharaman said that a scheme to encourage mobile phones manufacturing, semiconductor packaging and electronic equipment is in the pipeline."
2020-02-01,Indo-Asian News Service,"Budget to boost FDI inflow, create jobs: Mobile industry","Delhi, Feb 1 (IANS) With Finance Minister Nirmala Sitharaman announcing a new scheme to encourage manufacturing of mobile phones, semiconductor packaging and electronic equipment, mobile industry bodies and vendors on Saturday welcomed the move, saying the"
2020-02-01,UNI (United News of India),"Budget rejigs personal income tax, proposes higher spending in agriculture","that took 2 hours and 42 minutes, she announced to unveil a detailed scheme soon to boost mobile phone, electronics equipment and semiconductor manufacturing to make India a major hub of final assembly for Network Products. She proposed raising customs duty"
2020-02-01,Free Press Journal,"Budget 2020: Nirmala Sitharaman allocates Rs 27,300 cr for industry and commerce","graduates. The government will introduce a scheme focussed on encouraging manufacture of mobile phones, electronic equipment and semiconductor packaging."
2020-02-02,The Economic Times,Proposals on medical device manufacturing will help grow domestic industry,"Sitharaman said that there would be a detailed scheme announced soon to promote manufacturing of mobile phones, electronics and semiconductor packaging in the country, and that this scheme could be extended to medical devices as well.Rajiv Nath, forum coordinator"
2020-02-02,The Economic Times,Budget 2020: Finance Minister announces new electronics manufacturing scheme,"phones, Finance minister Nirmala Sitharaman has announced a new scheme for manufacturing of mobile phones, electronics component and semiconductor units while presenting the Union Budget 2020.A new scheme to push domestic electronics manufacturing was a key"
2020-02-02,The Times of India,Union Budget 2020: What tech industry has to say,"for the technology sector, the FM proposed new scheme to boost domestic manufacturing of mobile phones, electronic equipment and semiconductor packaging. The new policy will aim to to make India a part of the global manufacturing chain and boost employment"
2020-02-03,Business Wire,ONSemiconductorto Explore Sale of Manufacturing Facility in Belgium,"Company to explore mutually beneficial arrangement that promotes orderly transition PHOENIX--(BUSINESS WIRE)--February 03, 2020-- ON Semiconductor Corporation (Nasdaq: ON), driving energy efficient innovations, today announced it is"
2020-02-03,Dow Jones Institutional News,SemiconductorGroup Pulling Asia Trade Shows After Coronavirus -- Market Talk,"14:18 ET - SEMI, a trade group that represents semiconductor supply-chain companies, is rethinking major gatherings in South Korea and China following the coronavirus outbreak. The group informed attendees Friday that it wouldn't go ahead with the South Korea"
2020-02-03,Dow Jones Institutional News,SemiconductorGroup Pulling Asia Trade Shows After Coronavirus -- Market Talk,"1418 ET - SEMI, a trade group that represents semiconductor supply-chain companies, is rethinking major gatherings in South Korea and China following the coronavirus outbreak. The group informed attendees Friday that it wouldn't go ahead with the South Korea"
2020-02-03,Dow Jones Institutional News,Press Release: ONSemiconductorto Explore Sale of Manufacturing Facility in Belgium,ONSemiconductorto Explore Sale of Manufacturing Facility in Belgium
2020-02-04,The Times of India,Twitter says it recorded 11 lakh tweets on Union Budget 2020,"Minister Nirmala Sitharaman proposed a new scheme to boost domestic manufacturing of mobile phones, electronic equipment and semiconductor packaging. The new policy aims to make India a part of the global manufacturing chain and boost employment opportunities"
2020-02-04,Investor's Business Daily,"Dow Jones Soars 450 Points, Led By Microsoft, Nike, Apple; Disney Rallies Ahead Of Earnings","The Nasdaq composite led the way in the stock market today, up 2.1%, helped by strength in semiconductor stocks. The PhiladelphiaSemiconductorindex gapped above its 50-day moving average, rising 3%."
2020-02-05,The Electronic Times,BOE Eyeing on the LCD and OLEDSemiconductorMarkets,"been various activities that suggest that BOE is working on internalizing its own chips such as hiring personnel related to OLED semiconductor in the second half of last year. BOE, which is dominating the LCD market globally, is expected to change the dynamics"
2020-02-05,Telecompaper World,"Semiconductorspending declined in 2019 due to slowing macro-economy, falling memory prices","Apple reclaimed the top position among global semiconductor chip buyers in 2019, representing 8.6 percent of the total worldwide market, according to data from Gartner . Samsung dropped to the second spot with 8 percent market share and was followed by Huawei"
2020-02-05,Investor's Business Daily,Dow Jones Jumps 1.7% As UnitedHealth Flashes Buy Signal; Tesla Takes A Hit,"Four of the day's worst performing industry groups hailed from the software sector, but a strong rally in semiconductor stocks buoyed the Nasdaq. The composite erased a 1.1% intraday gain but ended higher by 0.4%."
2020-02-06,ENP Newswire,Gartner Says WorldwideSemiconductorSpending Declined in 2019 Due to Slowing Macroeconomy and Falling Memory Prices,Apple Took the Top Rank Among GlobalSemiconductorCustomers in 2019.
2020-02-06,Investor's Business Daily,"Tech Stocks Look Bullish Right Now, But This Could Be A Warning Sign","Plus, we take a look at three potential ETF trades: iShares MSCI Europe Financials, iShares U.S. Medical Devices and iShares PHLXSemiconductor."
2020-02-06,Steel & Metal News,Government Expands Trade Loans to Lessen Difficulties from Coronavirus Spread,"floor of the Korea Trade Insurance Corporation headquarters, in which thirteen trade associations including steel, automobile, and semiconductor together with four export supporting institutions including Trade Insurance Corporation participated."
2020-02-07,Nikkei Financial Summary,Net profit of Nanyo was 1 billion yen (down 33.8%) for the nine-month period ended December 2019,"delivery of construction machinery. Segment profit fell. In the industrial equipment business, in the electronic components and semiconductor industries, the trend of restraining capital spending continued due to the drop in demand for smartphones and the"
2020-02-07,Central News Agency English News,Taiwan shares dive more than 100 points amid fears over Wuhan virus,"Selling focused on large cap stocks across the board led by the bellwether electronics sector, with contract chipmaker TaiwanSemiconductorManufacturing Co. (TSMC) falling more than 1.3 percent, driving the downturn on the main board to the end of the session"
2020-02-07,The Wall Street Journal Online,"Trade in the Time of Coronavirus; China's tariff cuts are welcome, but markets may be ignoring a much larger potential problem","the U.S. Tariffs of 5% and 10% levied on some goods in late 2019 will be halved for $75 billion of U.S. imports, including some semiconductor -related materials, soybeans and crude oil."
2020-02-07,MarketResearch.com,"SemiconductorAssembly and Testing Services Market, By Service (Assembly & Packaging Services and Testing Services), By Packaging Solutions (Copper Wire and Gold","SemiconductorAssembly and Testing Services Market, By Service (Assembly & Packaging Services and Testing Services), By Packaging Solutions (Copper Wire and Gold Wire Bonding, Copper Clip, Flip Chip, Wafer Level Packaging and TSV), By Application (Communication"
2020-02-08,Central News Agency English News,TSMC top patent applicant in Taiwan for 4th straight year,"Taipei, Feb. 8 (CNA) TaiwanSemiconductorManufacturing Co. (TSMC), the world's largest contract chipmaker, ranked as the top patent applicant in Taiwan for the fourth consecutive year in 2019, according to the Ministry of Economic Affairs (MOEA)."
2020-02-10,New Straits Times,"‘Virus outbreak to hurt external trade, export-oriented sectors’","the first-quarter due to the coronavirus outbreak in China, Chinese New Year celebrations last month and off-peak cycle for the semiconductor industry. MIDF Research said the country’s Industrial Production Index (IPI) for the first quarter was set to remain"
2020-02-10,Metal Bulletin News Alert Service,Vital acquires organometallics business from Lanxess,"The organometallics are used for the manufacture of LED chips, photovoltaics and other semiconductor applications."
2020-02-10,Investor's Business Daily,"Fed Chief To Testify; Akamai, Under Armour, Lyft Earnings Due: Investing Action Plan","impact on the economy. Earnings season also marches on with reports from Akamai Technologies , Under Armour , Lyft and LatticeSemiconductor."
2020-02-10,Dow Jones Newswires Chinese (English),TaiwanSemiconductorLess Likely to Feel Coronavirus Effect -- Market Talk,"1317 ET - TaiwanSemiconductorManufacturing, the world's biggest contract chip manufacturer, isn't likely to immediately feel the effect of coronavirus because it's far upstream in the electronics supply chain, Citi says. Manufacturers and component suppliers"
2020-02-10,Dow Jones Institutional News,TaiwanSemiconductorLess Likely to Feel Coronavirus Effect -- Market Talk,"1317 ET - TaiwanSemiconductorManufacturing , the world's biggest contract chip manufacturer, isn't likely to immediately feel the effect of coronavirus because it's far upstream in the electronics supply chain, Citi says. Manufacturers and component suppliers"
2020-02-11,PR Newswire,Atmosphere IoT to Exhibit and Present at Embedded World with CypressSemiconductor,Atmosphere IoT will be demonstrating their software solutions and conducting live daily theater presentations at the upcoming Embedded World Trade Fair and Conference.
2020-02-11,Investor's Business Daily,"Nasdaq, Chip Stocks Lead Stock Market Rally; Retail Leader Soars On Guidance","The stock market was in rally mode again Tuesday after the Nasdaq composite and S&P 500 marked all-time closing highs Monday. The Nasdaq composite outperformed in the stocks today, helped by another day of outperformance from semiconductor stocks."
2020-02-11,Dow Jones Institutional News,NordicSemiconductor: Nod - Exercise Of Employee Share Options In NordicSemiconductorAsa,"Exercise of employee share options in NordicSemiconductorASA . Reference is made to the stock announcement dated 11 February 2020. The payment has been determined based on a selling price of NOK 63.73 per share. For further information, contact: Pål Elstad"
2020-02-11,Dow Jones Institutional News,NordicSemiconductor: Nod - Exercise Of Employee Share Options In NordicSemiconductorAsa,"Exercise of employee share options in NordicSemiconductorASA (""the Company""). Employees in NordicSemiconductorhave on 10 February 2020 exercised 651 991 options. The options had an average strike price of NOK 45.24. Each share option corresponds to one"
2020-02-12,Nikkei Financial Summary,Net profit of Takeda Printing was 193 million yen (down 29%) for the nine-month period ended December 2019,"In printing, in the semiconductor -related mask business, the electronic components market was sluggish due to the slowdown of the Chinese economy due to intensified trade friction between the United States and China. As a result, sales and profits for products"
2020-02-12,Business Wire,SeoulSemiconductorReports Fourth Quarter and Fiscal Year 2019 Results,"SeoulSemiconductorCo., Ltd. (KOSDAQ 046890), a leading global innovator of LED products and technology, today announced 2019 fiscal year consolidated revenue of KRW 1129.5 billion and operating profit of KRW 49.6 billion. The consolidated fourth quarter revenue"
2020-02-13,Business Korea Daily News,Fitch Ratings Maintains South Korea’s Credit Rating and Outlook,"to rise to 2.3 percent this year. It is the same estimate as in August 2019. The agency mentioned fiscal expansion, a recovery in semiconductor price and reduced trade policy-related uncertainties in maintaining the estimate."
2020-02-13,Nikkei Financial Summary,Net profit of Yashima was 217 million yen (down 48.6%) for the nine-month period ended December 2019,"components. Following the downturn of the global economy, the acceptance of orders for electronic components, especially for the semiconductor industry and mail-order companies, decreased. Sales were sluggish."
2020-02-14,Business Korea Daily News,South Korea’s ICT Exports Fall for the 15th Consecutive Month,"year, showing a decline for the 15th consecutive month. Display and mobile phone exports remained sluggish although its decline in semiconductor exports decreased to less than 10 percent in 12 months."
2020-02-14,ETMAG.com,"Post-coronavirus rebound to take place in 2H20, SEMI believes","The global semiconductor market growth discontinued in 2019, due to a number of macro factors unfavorable to the chipmaking business, said SEMI. Chip companies were also slow to react resulting in excess inventory levels, SEMI continued."
2020-02-16,Investor's Business Daily,"Dow Jones Futures: Walmart Earnings Due, 3 IPOs Near Buys; Warren Buffett Stock Set To Break Out",InMode stock and fellow IPO stocks Progyny and Ping Identity are setting up again. So are RH stock and TaiwanSemiconductorstock.
2020-02-17,Dow Jones Institutional News,U.S. Weighs New Move to Limit China’s Access to Chip Technology,"The Trump administration is weighing new trade restrictions on China that would limit the use of American chip-making equipment, as it seeks to cut off Chinese access to key semiconductor technology, according to people familiar with the plan."
2020-02-17,Telecompaper Asia,US govt mulls restricting China's access to US semiconductor technology - report,"of imposing new trade restrictions on China, the Wall Street Journal reported. The idea would be to limit China's access to US semiconductor equipment. In particular, the changes under draft would force chip producers to get special licenses if they intend"
2020-02-17,CE NoticiasFinancieras,"Argentina, it's not Tesla: did it actually fit?","TagliaviniSo far in February, global markets are rising: the S&P 500 more than 4.5% reaching all-time highs. Now, the VanEck VectorsSemiconductorETF (NYSE:SMH) is climbing more than 10%, SPDR S&P Biotech (NYSE:XBI), nearly 9% and SPDR (NYSE:XLK) of the technology"
2020-02-18,PR Newswire,ChipMOS SCHEDULES FOURTH QUARTER AND FULL YEAR 2019 FINANCIAL RESULTS CONFERENCE CALL,"INC . (""ChipMOS"" or the ""Company"") ( Taiwan Stock Exchange: 8150 and NASDAQ: IMOS), an industry leading provider of outsourced semiconductor assembly and test services (""OSAT""), today announced that it plans to report financial results for the fourth quarter"
2020-02-18,express.co.uk,European stock market plunges as German-listed Apple shares plummet on back of coronavirus,"close to 2,000 lives. This had a knock-on effect to the tech giant's suppliers and shares of STMicroelectronics NV and DialogSemiconductorfell 2.7 percent and 5.5 percent, respectively."
2020-02-18,Investor's Business Daily,"Dow Jones Futures: Apple Warns On Coronavirus After Tesla, Alibaba Caution; Walmart, InMode Earnings Due","The Apple coronavirus warning could affect iPhone chipmakers such as Broadcom , Qualcomm and TaiwanSemiconductorManufacturing."
2020-02-18,The Wall Street Journal Online,Apple's Virus Warning Takes Bite Out of Chip-Maker Stocks; The technology sector is likely to face some of the biggest disruptions from the,"Semiconductorstocks slid Tuesday, pummeled by Apple Inc.'s warning that its revenue would be hurt by China's coronavirus outbreak."
2020-02-18,Financial Times (FT.Com),Apple’s coronavirus sales warning hits global stocks,Nasdaq closes at record despite drop in semiconductor stocks
2020-02-18,Dow Jones Institutional News,News Highlights: Top Global Markets News of the Day,"The Trump administration is considering trade restrictions on China that would limit the use of American chip-making equipment, as it seeks to cut off access to key semiconductor technology, according to people familiar with the plan."
2020-02-18,Dow Jones Institutional News,News Highlights: Top Global Markets News of the Day,"The Trump administration is considering trade restrictions on China that would limit the use of American chip-making equipment, as it seeks to cut off access to key semiconductor technology, according to people familiar with the plan."
2020-02-18,Dow Jones Institutional News,Atomico Won't Change Strategy Due to Brexit -- Market Talk,as well. It backs startups across technology sectors and counts payments companies Stripe and Klarna Holding AB as well as semiconductor company Graphcore Ltd. in its portfolio. (yuliya.chernova@wsj.com)
2020-02-18,Analytical Chemistry,Detection and Characterization of Individual Nanoparticles in a Liquid by Photothermal Optical Diffraction and Nanofluidics,"Detection and characterization of individual nanoparticles less than 100 nm are important for semiconductor manufacturing, environmental monitoring, biomedical diagnostics, and drug delivery. Photothermal spectroscopy is a light absorptiometry and promising"
2020-02-19,BusinessWorld,Electronics exports growth in 2019 exceeded SEIPI target,"Electronics exports jumped by 4% in 2019, exceeding the industry's full- year growth target of 0-3% and reaching a new record, according to theSemiconductorand Electronics Industries of the Philippines Inc. (SEIPI)."
2020-02-19,Idaho Business Review,New U.S. restrictions on China could hurt Micron,"trade restrictions on China that would limit the use of American chip-making equipment, as it seeks to cut off Chinese access to key semiconductor technology, according to people familiar with the plan,” reported Asa FitchandBob Davis in the Wall Street Journal"
2020-02-19,The Nation,Stocks slump on Apple's warning; Treasuries rally,"while gains for Microsoft , Amazon and Facebook provided a slight lift to the Nasdaq 100. Apple suppliers including DialogSemiconductorand AMS helped drag down European stocks. HSBC tumbled the most since 2009 after it said it will slash jobs in a restructuring"
2020-02-19,Investor's Business Daily,"Stock Market Powers Higher, Led By Chip Stocks; Fed Tone Still Dovish","Semiconductorstocks rallied again in the stock market today, helped by a bullish earnings move by Analog Devices."
2020-02-19,Taipei Times,TAIEX drops on negative outlook for TSMC clients CHINA:Apple said that it was unlikely to meet its sales target because of the coronavirus,"Local shares yesterday fell sharply, losing more than 100 points, as contract chipmaker TaiwanSemiconductorManufacturing Co (TSMC, ) came under heavy pressure due to a negative outlook for two of its major clients."
2020-02-19,The Wall Street Journal,- Banking & Finance: Chip Stocks Are Hit by iPhone Maker's Woes,"Semiconductorstocks slid, pummeled by Apple Inc.'s warning that its revenue would be hurt by China's coronavirus outbreak."
2020-02-20,Dow Jones Institutional News,AMD Stock Falls After Wells Fargo Downgrade -- MarketWatch,"a 28% run up for AMD shares so far this year, compared with a 4.8% rise for the S&P 500 in that span and a 7% gain for the PHLXSemiconductorIndex ."
2020-02-20,Barron's Online,Investor Day Meetings Provide a Chance to Reap Big Gains. How to Play Them With Options.,recent warning that the coronavirus crisis in China would hurt future earnings. The S&P 500 index remains near record highs. The semiconductor sector—which is a proxy for the economy because chips are in everything—
2020-02-20,Dow Jones Institutional News,Global Equities Roundup: Market Talk,"0738 GMT - TaiwanSemiconductorManufacturing stock is at a good entry point after a recent pullback due to Apple's revenue warning and reported plans by the U.S. to further limit Huawei 's access to American technology through its suppliers, Citi says. Even"
2020-02-20,Reuters News,RPT-S.KOREA FEB 1-20SEMICONDUCTOREXPORTS +15.4% Y/Y - CUSTOMS AGENCY,RPT-S.KOREA FEB 1-20SEMICONDUCTOREXPORTS +15.4% Y/Y - CUSTOMS AGENCY
2020-02-21,GlobalCapital,Chinese dollar bond issuers hold strong,SemiconductorManufacturing International Corp (Smic) sold a $600m 2025 note.
2020-02-21,ETMAG.com,"Semiconductorindustry avoids direct impact of coronavirus outbreak, says Omdia","Despite facing logistical, packaging and test challenges related to the coronavirus, semiconductor fabs located in China are continuing to function normally, with high capacity rates. However, the risks are considerable, given the semiconductor market represents"
2020-02-22,Taipei Times,"WT, ASMedia announce NT$6.75bn share swap IN THE MAKING:ASMedia said the companies had worked together for many years, but entered closer","Semiconductorcomponents distributor WT Microelectronics Co Ltd yesterday announced a NT$6.75 billion (US$222.02 million) share-swap deal with IC designer ASMedia Technology Inc, a subsidiary of Asustek Computer Inc, to jointly tap into Chinas server and computer"
2020-02-24,Dow Jones Institutional News,Intel Announces New 5G Chip Offerings -- MarketWatch,"trading on a down day for the markets amid continued concerns about the coronavirus's impact on the global economy. The PHLXSemiconductorIndex is down 4% in Monday's session, while the Dow Jones Industrial Average is off 2.6%."
2020-02-24,Dow Jones Institutional News,"The Dow Fell 1,032 Points Because Fear of the Coronavirus Keeps Spreading -- Barrons.com","China including South Korea, Italy, and Iran. All three main U.S. stock indexes ended deep in the red, with energy, airline, and semiconductor stocks some of the worst performers. Oil futures fell, while haven assets are on a roll."
2020-02-24,Investment Week,Industry Voice: Asia's one constant,"Asia demand now makes a significant contribution to domestic revenue generation. Selected Asian technology companies, like TaiwanSemiconductorManufacturing and Samsung Electronics, have emerged to become global technology leaders."
2020-02-24,Investor's Business Daily,"Stocks Routed As Coronavirus Fears Take Hold, Sinking Airlines, Chips, Oil, China","The stock market sold off across the board amid heightened coronavirus pandemic fears, routing oil, airline, semiconductor and China ETFs."
2020-02-25,Global Times,Virus darkening Asian economic prospects,"Photo: cnsphotos A spike in COVID-19 infections outside China, notably in South Korea and Japan, is sending shockwaves through semiconductor supply chains, darkening prospects for the Asian economy, an enabler of growth across the globe, market watchers said"
2020-02-25,ETMAG.com,Highlights of the day: 5G deployments in China still on track,"Digitimes Research believes construction of 5G infrastructure is a long-term bid that that will not be derailed. In fact, Taiwan's semiconductor sector is more concerned about the impacts from the US's possible bid to impose stricter trade sanctions on Huawei"
2020-02-25,Barron's Online,Tech Sector Hits Correction Territory as Coronavirus Takes a Toll,"the same span, the Nasdaq Composite, which has a heavy weighting of technology shares, is down about 8.7%, while the PhiladelphiaSemiconductorindex is down 11.6%."
2020-02-25,Barron's Online,"Sell Nvidia Stock Because of Coronavirus Risk, Analyst Says","On Monday, iShares PHLXSemiconductorexchange-traded fund (ticker: SOXX), which tracks the performance of a widely followed semiconductor sector index, fell nearly 5% after reports of further coronavirus infections outside of China, including in South Korea"
2020-02-27,China Knowledge Press,"ChiNext plunge nearly 5%, buying opportunities arise?","upward trend, the A-share market has fallen sharply yesterday, down 4.66% to close at 2180.7. It is important to note that the semiconductor sector also declined dramatically 8% the same day. Yesterday's plunge in ChiNext saw a net outflow of RMB 6.7 bln from"
2020-02-27,Dow Jones Institutional News,"Coronavirus Means More Risk for Chip Stocks, Says Analyst. It May Be Time to Buy These 3. -- Barrons.com","Chip stocks have tumbled this past week, along with equity markets, as the coronavirus spreads outside of China. The iShares PHLXSemiconductorETF (SOXX), which tracks the performance of a widely followed semiconductor -sector index, has declined by about 10"
2020-02-28,Reuters News,COLUMN-Tin output down in 2019 but market needs more producer discipline: Andy Home,* GlobalSemiconductorSales: https://tmsnrt-rs.ezp.lib.rochester.edu/2Pty8Vy
2020-02-28,Investor's Business Daily,"Stocks Pare Losses As Some Techs, Key ETF Show A Possible Low","The stock market correction continued Friday, but the main indexes pared big losses in afternoon trading. Some semiconductor stocks attempted to rebound, one of the few hopeful signs this week."
2020-02-28,Investor's Business Daily,"U.S. Stocks Rocked Again; Dow Jones Leads Downside, But TopSemiconductorStock Shows Strength","U.S. stocks today faced another round of relentless selling, and money flowed into bonds again, as Wall Street weighs the prospects of a worldwide economic slowdown due to the coronavirus outbreak. But the Dow Jones Industrial Average and"
2020-02-29,Company Reports,"Electronic components: concern that capacitor shipments may fall. [3 tables, 1 figure in original article]","there are concerns that annual shipments will have fallen for the first time in three years. According to SEMI, the world market for semiconductor manufacturing devices, an indicator of semiconductor demand, dropped by 20% year-on-year to $27,100 M in 1H 2019"
2020-03-02,China Knowledge Press,"China's Tech ETFs fell, followed by large influx net buying","index fell 4.66%, and 3.67%, respectively. Similarly, the tech-focused ETFs which had declined in recent weeks, also fell, with semiconductor -linked ETFs tumbled 9% on the same day. As these ETFs neared the downward limits net capital kept flowing in which"
2020-03-02,Dow Jones Institutional News,NXP Semi Warned About a Coronavirus Hit. Why Its Stock Is Rising. -- Barrons.com,"stocks tumbled last week, along with equity markets, on more reports of the coronavirus spreading outside of China. The iShares PHLXSemiconductorETF (SOXX), which tracks the performance of a widely followed semiconductor -sector index, declined by about 10"
2020-03-03,Korea JoongAng Daily,Early 2020 economic statistics show what everybody already knows,"Signs of recovery were evident late last year, with a strengthening of semiconductor prices and a rise in key indices. Then came the coronavirus outbreak, and the indicators promptly went south, according to data from the Credit Finance Association and the"
2020-03-03,ETMAG.com,5G deployments in China still on track,"Digitimes Research believes construction of 5G infrastructure is a long-term bid that that will not be derailed. In fact, Taiwan's semiconductor sector is more concerned about the impacts from the US's possible bid to impose stricter trade sanctions on Huawei"
2020-03-03,Central News Agency English News,Taiwan shares rebound on U.S. gains amid Fed rate cut hopes,"Large cap tech stocks, including contract chipmaker TaiwanSemiconductorManufacturing Co. (TSMC), led the upturn, they said."
2020-03-03,Information Technology Newsweekly,"Renesas Electronics Corporation; Patent Issued forSemiconductorDevice Having Data Signal Path Of Meandering Shape Via A Plurality Of Wirings (USPTO 10,566,329)","2020 MAR 3 (VerticalNews) -- By a News Reporter-Staff News Editor at Information Technology Newsweekly -- From Alexandria, Virginia, VerticalNews journalists report that a patent by the inventor Yabuuchi, Makoto (Tokyo, JP), filed on March"
2020-03-04,The Korea Herald,Chip industry rebounds despite coronavirus woes,"The semiconductor industry, bellwether for the South Korean economy, showed signs of recovery last month, despite the aggravating coronavirus woes, according to various indicators Tuesday."
2020-03-04,Investors Chronicle - Magazine and Web Content,XP Power flags semiconductor order recovery,"8 per cent over the year, as orders in the technology, industrial electronics and healthcare markets offset weakness within the semiconductor market. The group also reported an improvement in orders in semiconductor equipment during the fourth quarter."
2020-03-05,Business Korea Daily News,South Korea’s Current Account Surplus Drops Sharply in January,"billion in one year. “The number of business days was less due to the New Year’s holidays and the prices of major export items such as semiconductor , steel and chemical products continued to fall,” the central bank explained."
2020-03-06,Business Wire,ONSemiconductorUpdates First Quarter 2020 Revenue Outlook,"Company announces restructuring measures to accelerate progress towards target financial model PHOENIX--(BUSINESS WIRE)--March 06, 2020-- ON Semiconductor Corporation (Nasdaq: ON) today provided an update to its first quarter 2020 revenue"
2020-03-06,Investment Weekly News,"Denso Corporation; Patent Issued forSemiconductorApparatus (USPTO 10,573,402)","2020 MAR 14 (VerticalNews) -- By a News Reporter-Staff News Editor at Investment Weekly News -- Denso Corporation (Kariya, Aichi-pref., Japan) has been issued patent number 10,573,402, according to news reporting originating out of"
2020-03-06,Dow Jones Institutional News,Press Release: ONSemiconductorUpdates First Quarter 2020 Revenue Outlook,ONSemiconductorUpdates First Quarter 2020 Revenue Outlook
2020-03-08,Korea Times,"Virus disrupting Chinese supply chains, helping Samsung","Samsung Electronics' semiconductor manufacturing plant in Hwaseong, outskirts of Seoul / Courtesy of Samsung ElectronicsBy Baek Byung-yeulAs the blockbuster U.S.-China trade war escalates in the wake of the deadly coronavirus' lingering effect on tech companies"
2020-03-09,The Philippine Star,Business groups push for improvement in CITIRA,"Chambers of the Philippines (JFC), the Information Technology and Business Process Association of the Philippines (IBPAP) andSemiconductorand Electronics Industries in the Philippines Foundation Inc. (SEIPI) are pushing for improvements in the Senate version"
